"Country or Area","Year","Area","Sex","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Kazakhstan","2013","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","7679827","27,28"
"Kazakhstan","2013","Rural","Male","Estimate - de facto","Final figure, complete","2018","3837856","27,28"
"Kazakhstan","2013","Rural","Female","Estimate - de facto","Final figure, complete","2018","3841971","27,28"
"Kazakhstan","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","16673077",""
"Kazakhstan","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","16792089","27,28"
"Kazakhstan","2012","Total","Male","Estimate - de facto","Final figure, complete","2018","8100335","27,28"
"Kazakhstan","2012","Total","Female","Estimate - de facto","Final figure, complete","2018","8691754","27,28"
"Kazakhstan","2012","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","9202707","27,28"
"Kazakhstan","2012","Urban","Male","Estimate - de facto","Final figure, complete","2018","4309949","27,28"
"Kazakhstan","2012","Urban","Female","Estimate - de facto","Final figure, complete","2018","4892758","27,28"
"Kazakhstan","2012","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","7589382","27,28"
"Kazakhstan","2012","Rural","Male","Estimate - de facto","Final figure, complete","2018","3790386","27,28"
"Kazakhstan","2012","Rural","Female","Estimate - de facto","Final figure, complete","2018","3798996","27,28"
"Kazakhstan","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","16557201","27,28"
"Kazakhstan","2011","Total","Male","Estimate - de facto","Final figure, complete","2018","7983365","27,28"
"Kazakhstan","2011","Total","Female","Estimate - de facto","Final figure, complete","2018","8573836","27,28"
"Kazakhstan","2011","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","9050732","27,28"
"Kazakhstan","2011","Urban","Male","Estimate - de facto","Final figure, complete","2018","4237915","27,28"
"Kazakhstan","2011","Urban","Female","Estimate - de facto","Final figure, complete","2018","4812817","27,28"
"Kazakhstan","2011","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","7506469","27,28"
"Kazakhstan","2011","Rural","Male","Estimate - de facto","Final figure, complete","2018","3745450","27,28"
"Kazakhstan","2011","Rural","Female","Estimate - de facto","Final figure, complete","2018","3761019","27,28"
"Kazakhstan","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","16321872","27,28"
"Kazakhstan","2010","Total","Male","Estimate - de facto","Final figure, complete","2018","7866461","27,28"
"Kazakhstan","2010","Total","Female","Estimate - de facto","Final figure, complete","2018","8455411","27,28"
"Kazakhstan","2010","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8896771","27,28"
"Kazakhstan","2010","Urban","Male","Estimate - de facto","Final figure, complete","2018","4165677","27,28"
"Kazakhstan","2010","Urban","Female","Estimate - de facto","Final figure, complete","2018","4731094","27,28"
"Kazakhstan","2010","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","7425101","27,28"
"Kazakhstan","2010","Rural","Male","Estimate - de facto","Final figure, complete","2018","3700784","27,28"
"Kazakhstan","2010","Rural","Female","Estimate - de facto","Final figure, complete","2018","3724317","27,28"
"Kazakhstan","2009","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","16009597",""
"Kazakhstan","2009","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","16092822","27,28"
"Kazakhstan","2009","Total","Male","Census - de facto - complete tabulation","Final figure, complete","2013","7712224",""
"Kazakhstan","2009","Total","Male","Estimate - de facto","Final figure, complete","2018","7753418","27,28"
"Kazakhstan","2009","Total","Female","Census - de facto - complete tabulation","Final figure, complete","2013","8297373",""
"Kazakhstan","2009","Total","Female","Estimate - de facto","Final figure, complete","2018","8339404","27,28"
"Kazakhstan","2009","Urban","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","8662432",""
"Kazakhstan","2009","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8741269","27,28"
"Kazakhstan","2009","Urban","Male","Census - de facto - complete tabulation","Final figure, complete","2013","4055341",""
"Kazakhstan","2009","Urban","Male","Estimate - de facto","Final figure, complete","2018","4092781","27,28"
"Kazakhstan","2009","Urban","Female","Census - de facto - complete tabulation","Final figure, complete","2013","4607091",""
"Kazakhstan","2009","Urban","Female","Estimate - de facto","Final figure, complete","2018","4648488","27,28"
"Kazakhstan","2009","Rural","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","7347165",""
"Kazakhstan","2009","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","7351553","27,28"
"Kazakhstan","2009","Rural","Male","Census - de facto - complete tabulation","Final figure, complete","2013","3656883",""
"Kazakhstan","2009","Rural","Male","Estimate - de facto","Final figure, complete","2018","3660637","27,28"
"Kazakhstan","2009","Rural","Female","Census - de facto - complete tabulation","Final figure, complete","2013","3690282",""
"Kazakhstan","2009","Rural","Female","Estimate - de facto","Final figure, complete","2018","3690916","27,28"
"Kazakhstan","2008","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","15982370","27"
"Kazakhstan","2008","Total","Male","Estimate - de facto","Final figure, complete","2018","7698875","27"
"Kazakhstan","2008","Total","Female","Estimate - de facto","Final figure, complete","2018","8283495","27"
"Kazakhstan","2008","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8662919","27"
"Kazakhstan","2008","Urban","Male","Estimate - de facto","Final figure, complete","2018","4056041","27"
"Kazakhstan","2008","Urban","Female","Estimate - de facto","Final figure, complete","2018","4606878","27"
"Kazakhstan","2008","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","7319451","27"
"Kazakhstan","2008","Rural","Male","Estimate - de facto","Final figure, complete","2018","3642834","27"
"Kazakhstan","2008","Rural","Female","Estimate - de facto","Final figure, complete","2018","3676617","27"
"Kazakhstan","2007","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","15484192","27"
"Kazakhstan","2007","Total","Male","Estimate - de facto","Final figure, complete","2018","7450419","27"
"Kazakhstan","2007","Total","Female","Estimate - de facto","Final figure, complete","2018","8033773","27"
"Kazakhstan","2007","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8549592","27"
"Kazakhstan","2007","Urban","Male","Estimate - de facto","Final figure, complete","2018","3987465","27"
"Kazakhstan","2007","Urban","Female","Estimate - de facto","Final figure, complete","2018","4562127","27"
"Kazakhstan","2007","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","6934600","27"
"Kazakhstan","2007","Rural","Male","Estimate - de facto","Final figure, complete","2018","3462954","27"
"Kazakhstan","2007","Rural","Female","Estimate - de facto","Final figure, complete","2018","3471646","27"
"Kazakhstan","2006","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","15308084","27"
"Kazakhstan","2006","Total","Male","Estimate - de facto","Final figure, complete","2018","7367032","27"
"Kazakhstan","2006","Total","Female","Estimate - de facto","Final figure, complete","2018","7941052","27"
"Kazakhstan","2006","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8764884","27"
"Kazakhstan","2006","Urban","Male","Estimate - de facto","Final figure, complete","2018","4094572","27"
"Kazakhstan","2006","Urban","Female","Estimate - de facto","Final figure, complete","2018","4670312","27"
"Kazakhstan","2006","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","6543200","27"
"Kazakhstan","2006","Rural","Male","Estimate - de facto","Final figure, complete","2018","3272460","27"
"Kazakhstan","2006","Rural","Female","Estimate - de facto","Final figure, complete","2018","3270740","27"
"Kazakhstan","2005","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","15147029","27"
"Kazakhstan","2005","Total","Male","Estimate - de facto","Final figure, complete","2018","7290852","27"
"Kazakhstan","2005","Total","Female","Estimate - de facto","Final figure, complete","2018","7856177","27"
"Kazakhstan","2005","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8655585","27"
"Kazakhstan","2005","Urban","Male","Estimate - de facto","Final figure, complete","2018","4044092","27"
"Kazakhstan","2005","Urban","Female","Estimate - de facto","Final figure, complete","2018","4611493","27"
"Kazakhstan","2005","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","6491444","27"
"Kazakhstan","2005","Rural","Male","Estimate - de facto","Final figure, complete","2018","3246760","27"
"Kazakhstan","2005","Rural","Female","Estimate - de facto","Final figure, complete","2018","3244684","27"
"Kazakhstan","2004","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","15012984","27"
"Kazakhstan","2004","Total","Male","Estimate - de facto","Final figure, complete","2018","7227959","27"
"Kazakhstan","2004","Total","Female","Estimate - de facto","Final figure, complete","2018","7785025","27"
"Kazakhstan","2004","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8566447","27"
"Kazakhstan","2004","Urban","Male","Estimate - de facto","Final figure, complete","2018","4005199","27"
"Kazakhstan","2004","Urban","Female","Estimate - de facto","Final figure, complete","2018","4561248","27"
"Kazakhstan","2004","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","6446537","27"
"Kazakhstan","2004","Rural","Male","Estimate - de facto","Final figure, complete","2018","3222760","27"
"Kazakhstan","2004","Rural","Female","Estimate - de facto","Final figure, complete","2018","3223777","27"
"Kazakhstan","2003","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","14909018","27"
"Kazakhstan","2003","Total","Male","Estimate - de facto","Final figure, complete","2018","7179583","27"
"Kazakhstan","2003","Total","Female","Estimate - de facto","Final figure, complete","2018","7729435","27"
"Kazakhstan","2003","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8487697","27"
"Kazakhstan","2003","Urban","Male","Estimate - de facto","Final figure, complete","2018","3971520","27"
"Kazakhstan","2003","Urban","Female","Estimate - de facto","Final figure, complete","2018","4516177","27"
"Kazakhstan","2003","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","6421321","27"
"Kazakhstan","2003","Rural","Male","Estimate - de facto","Final figure, complete","2018","3208063","27"
"Kazakhstan","2003","Rural","Female","Estimate - de facto","Final figure, complete","2018","3213258","27"
"Kazakhstan","2002","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","14858948","27"
"Kazakhstan","2002","Total","Male","Estimate - de facto","Final figure, complete","2018","7156816","27"
"Kazakhstan","2002","Total","Female","Estimate - de facto","Final figure, complete","2018","7702132","27"
"Kazakhstan","2002","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8443241","27"
"Kazakhstan","2002","Urban","Male","Estimate - de facto","Final figure, complete","2018","3952649","27"
"Kazakhstan","2002","Urban","Female","Estimate - de facto","Final figure, complete","2018","4490592","27"
"Kazakhstan","2002","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","6415707","27"
"Kazakhstan","2002","Rural","Male","Estimate - de facto","Final figure, complete","2018","3204167","27"
"Kazakhstan","2002","Rural","Female","Estimate - de facto","Final figure, complete","2018","3211540","27"
"Kazakhstan","2001","Total","Both Sexes","Estimate - de facto","Final figure, complete","2018","14858334","27"
"Kazakhstan","2001","Total","Male","Estimate - de facto","Final figure, complete","2018","7156581","27"
"Kazakhstan","2001","Total","Female","Estimate - de facto","Final figure, complete","2018","7701753","27"
"Kazakhstan","2001","Urban","Both Sexes","Estimate - de facto","Final figure, complete","2018","8421364","27"
"Kazakhstan","2001","Urban","Male","Estimate - de facto","Final figure, complete","2018","3942352","27"
"Kazakhstan","2001","Urban","Female","Estimate - de facto","Final figure, complete","2018","4479012","27"
"Kazakhstan","2001","Rural","Both Sexes","Estimate - de facto","Final figure, complete","2018","6436970","27"
"Kazakhstan","2001","Rural","Male","Estimate - de facto","Final figure, complete","2018","3214229","27"
"Kazakhstan","2001","Rural","Female","Estimate - de facto","Final figure, complete","2018","3222741","27"
"Lao People's Democratic Republic","2022","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2022","7442794","16"
"Lao People's Democratic Republic","2022","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2022","3728475","16"
"Lao People's Democratic Republic","2022","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2022","3714319","16"
"Lao People's Democratic Republic","2021","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2021","7337783","16"
"Lao People's Democratic Republic","2021","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2021","3676153","16"
"Lao People's Democratic Republic","2021","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2021","3661630","16"
"Lao People's Democratic Republic","2020","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2020","7231210","16"
"Lao People's Democratic Republic","2020","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2020","3622996","16"
"Lao People's Democratic Republic","2020","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2020","3608214","16"
"Lao People's Democratic Republic","2019","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2019","7123205","16"
"Lao People's Democratic Republic","2019","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2019","3569021","16"
"Lao People's Democratic Republic","2019","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2019","3554184","16"
"Lao People's Democratic Republic","2018","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","7012994","16"
"Lao People's Democratic Republic","2018","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","3513775","16"
"Lao People's Democratic Republic","2018","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","3499219","16"
"Lao People's Democratic Republic","2017","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","6900846","16"
"Lao People's Democratic Republic","2017","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","3457542","16"
"Lao People's Democratic Republic","2017","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","3443304","16"
"Lao People's Democratic Republic","2016","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","6787007","16"
"Lao People's Democratic Republic","2016","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","3400453","16"
"Lao People's Democratic Republic","2016","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","3386554","16"
"Lao People's Democratic Republic","2015","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2019","6492228",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","6671680","16"
"Lao People's Democratic Republic","2015","Total","Male","Census - de jure - complete tabulation","Final figure, complete","2019","3254770",""
"Lao People's Democratic Republic","2015","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","3342462","16"
"Lao People's Democratic Republic","2015","Total","Female","Census - de jure - complete tabulation","Final figure, complete","2019","3237458",""
"Lao People's Democratic Republic","2015","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","3329218","16"
"Lao People's Democratic Republic","2015","Urban","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2019","2137831",""
"Lao People's Democratic Republic","2015","Urban","Male","Census - de jure - complete tabulation","Final figure, complete","2019","1076928",""
"Lao People's Democratic Republic","2015","Urban","Female","Census - de jure - complete tabulation","Final figure, complete","2019","1060903",""
"Lao People's Democratic Republic","2015","Rural","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2019","4354397",""
"Lao People's Democratic Republic","2015","Rural","Male","Census - de jure - complete tabulation","Final figure, complete","2019","2177842",""
"Lao People's Democratic Republic","2015","Rural","Female","Census - de jure - complete tabulation","Final figure, complete","2019","2176555",""
"Lao People's Democratic Republic","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","6693300","16"
"Lao People's Democratic Republic","2014","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3339800","16"
"Lao People's Democratic Republic","2014","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3353400","16"
"Lao People's Democratic Republic","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","6580800","16"
"Lao People's Democratic Republic","2013","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3283200","16"
"Lao People's Democratic Republic","2013","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3297600","16"
"Lao People's Democratic Republic","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","6465800","16"
"Lao People's Democratic Republic","2012","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3225200","16"
"Lao People's Democratic Republic","2012","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3240600","16"
"Lao People's Democratic Republic","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","6348800","16"
"Lao People's Democratic Republic","2011","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3166300","16"
"Lao People's Democratic Republic","2011","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3182500","16"
"Lao People's Democratic Republic","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","6230200","16"
"Lao People's Democratic Republic","2010","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3106600","16"
"Lao People's Democratic Republic","2010","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3123700","16"
"Lao People's Democratic Republic","2009","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","6110600","16"
"Lao People's Democratic Republic","2009","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3046400","16"
"Lao People's Democratic Republic","2009","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3064200","16"
"Lao People's Democratic Republic","2008","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","5990100","16"
"Lao People's Democratic Republic","2008","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2985800","16"
"Lao People's Democratic Republic","2008","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","3004300","16"
"Lao People's Democratic Republic","2007","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","5868800","16"
"Lao People's Democratic Republic","2007","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2924700","16"
"Lao People's Democratic Republic","2007","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2944000","16"
"Lao People's Democratic Republic","2006","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","5746200","16"
"Lao People's Democratic Republic","2006","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2863100","16"
"Lao People's Democratic Republic","2006","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2883100","16"
"Lao People's Democratic Republic","2005","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2009","5621982",""
"Lao People's Democratic Republic","2005","Total","Male","Census - de jure - complete tabulation","Final figure, complete","2009","2800551",""
"Lao People's Democratic Republic","2005","Total","Female","Census - de jure - complete tabulation","Final figure, complete","2009","2821431",""
"Lao People's Democratic Republic","2005","Urban","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2009","1522137","29"
"Lao People's Democratic Republic","2005","Urban","Male","Census - de jure - complete tabulation","Final figure, complete","2009","763043","29"
"Lao People's Democratic Republic","2005","Urban","Female","Census - de jure - complete tabulation","Final figure, complete","2009","759094","29"
"Lao People's Democratic Republic","2005","Rural","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2009","4093248","29"
"Lao People's Democratic Republic","2005","Rural","Male","Census - de jure - complete tabulation","Final figure, complete","2009","2033289","29"
"Lao People's Democratic Republic","2005","Rural","Female","Census - de jure - complete tabulation","Final figure, complete","2009","2059959","29"
"Lao People's Democratic Republic","2004","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","5521565","16"
"Lao People's Democratic Republic","2004","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2737833","16"
"Lao People's Democratic Republic","2004","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2783732","16"
"Lao People's Democratic Republic","2003","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","5401544","16"
"Lao People's Democratic Republic","2003","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2677239","16"
"Lao People's Democratic Republic","2003","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2724305","16"
"Lao People's Democratic Republic","2002","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","5285744","16"
"Lao People's Democratic Republic","2002","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2618781","16"
"Lao People's Democratic Republic","2002","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2666963","16"
"Lao People's Democratic Republic","2001","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","5173961","16"
"Lao People's Democratic Republic","2001","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2562359","16"
"Lao People's Democratic Republic","2001","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","2611602","16"
"Madagascar","2021","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2022","28177762","30"
"Madagascar","2020","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2022","27190927","30"
"Madagascar","2019","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2022","26419228","30"
"Madagascar","2018","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2022","25674196",""
"Madagascar","2018","Total","Male","Census - de jure - complete tabulation","Final figure, complete","2022","12658945",""
"Madagascar","2018","Total","Female","Census - de jure - complete tabulation","Final figure, complete","2022","13015251",""
"Madagascar","2018","Urban","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2022","4942902",""
"Madagascar","2018","Urban","Male","Census - de jure - complete tabulation","Final figure, complete","2022","2376466",""
"Madagascar","2018","Urban","Female","Census - de jure - complete tabulation","Final figure, complete","2022","2566436",""
"Madagascar","2018","Rural","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2022","20731294",""
"Madagascar","2018","Rural","Male","Census - de jure - complete tabulation","Final figure, complete","2022","10282479",""
"Madagascar","2018","Rural","Female","Census - de jure - complete tabulation","Final figure, complete","2022","10448815",""
"Madagascar","2017","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","24289542","31"
"Madagascar","2017","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","12025485.1750601","31"
"Madagascar","2017","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","12264056.8249399","31"
"Madagascar","2016","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","23657964","31"
"Madagascar","2016","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","11712797.8516065","31"
"Madagascar","2016","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","11945166.1483935","31"
"Madagascar","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","23040065","31"
"Madagascar","2015","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","11406882.8506491","31"
"Madagascar","2015","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","11633182.1493509","31"
"Madagascar","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","22434363","31"
"Madagascar","2014","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","11107006.4502829","31"
"Madagascar","2014","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","11327356.5497171","31"
"Madagascar","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","21842167","31"
"Madagascar","2013","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","10813816.7220151","31"
"Madagascar","2013","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","11028350.2779849","31"
"Madagascar","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","21263403","31"
"Madagascar","2012","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","10527277.0292593","31"
"Madagascar","2012","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","10736125.9707407","31"
"Madagascar","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","20696070","31"
"Madagascar","2011","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","10246396.698917","31"
"Madagascar","2011","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","10449673.301083","31"
"Madagascar","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","20142015","31"
"Madagascar","2010","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","9972090.16038009","31"
"Madagascar","2010","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","10169924.8396199","31"
"Madagascar","2009","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","19601026","31"
"Madagascar","2009","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","9704252.45477944","31"
"Madagascar","2009","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","9896773.54522056","31"
"Madagascar","2008","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","19071811","31"
"Madagascar","2008","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","9442243.92712093","31"
"Madagascar","2008","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","9629567.07287906","31"
"Madagascar","2007","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","18555667","31"
"Madagascar","2007","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","9186706.70784376","31"
"Madagascar","2007","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","9368960.29215624","31"
"Madagascar","2006","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","18048323","31"
"Madagascar","2006","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","8935526.27180854","31"
"Madagascar","2006","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","9112796.72819146","31"
"Madagascar","2005","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","17550306","31"
"Madagascar","2005","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","8688963.5309208","31"
"Madagascar","2005","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","8861342.4690792","31"
"Madagascar","2004","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","17062131","31"
"Madagascar","2004","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","8447273.45601799","31"
"Madagascar","2004","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","8614857.54398201","31"
"Madagascar","2003","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","16584801","31"
"Madagascar","2003","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","8210952.62137189","31"
"Madagascar","2003","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","8373848.37862811","31"
"Madagascar","2002","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","16119340","31"
"Madagascar","2002","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","7980507.99812339","31"
"Madagascar","2002","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2019","8138832.00187661","31"
